RICHIESTA N° PROT;RICHIESTA ANNO PROT;RICHIESTA DATA;PROCEDIMENTO;ESITO PRATICA;CHIUSURA PRATICA DATA;CODICE VIA;CIVICO;ESPONENTE CIVICO;LOCALIZZAZIONI LISTA
185315;2008;2008-07-18;permesso di costruire;Rilasciata;2008-10-06;35930;9;;VIA DEMETRIO MARTINELLI N.  9
188307;2008;2008-07-23;permesso di costruire;Rilasciata;2008-11-26;56370;10;;VIA DEGLI STRADELLI GUELFI N.  10
190329;2008;2008-07-25;permesso di costruire;Rilasciata con prescrizioni;2008-12-15;56850;7;;VIA TANARI VECCHIA N.  7
218891;2008;2008-09-15;permesso di costruire;Rilasciata con prescrizioni;2009-02-27;30150;7;;VIA DELL'INDIPENDENZA N.  7
233065;2008;2008-09-30;permesso di costruire;Diniegata;2009-03-17;51700;9;8;VIA DI ROVERETOLO N.  9 / 8
239863;2008;2008-10-07;permesso di costruire;Rilasciata;2008-12-18;27970;7;;VIA WOLFGANG GOETHE N.  7 INTERNO 10 p. 4°
247118;2008;2008-10-15;permesso di costruire;Rilasciata con prescrizioni;2009-01-15;30050;49;;VIA JACOPO DI PAOLO N.  49
252927;2008;2008-10-22;permesso di costruire;Rilasciata;2009-03-11;30400;36;;VIA IRNERIO N.  36
255761;2008;2008-10-24;permesso di costruire;Rilasciata;2008-12-23;17200;6;;VIA DEI COLLI N.  6
259318;2008;2008-10-29;permesso di costruire;Rilasciata;2009-01-26;36800;410;20A;VIA GIUSEPPE MASSARENTI N.  410 / 20A
262566;2008;2008-11-03;permesso di costruire;Rilasciata;2009-01-14;32530;6;;VIA LORENZO DA BAGNOMARINO N.  6
272003;2008;2008-11-13;permesso di costruire;Rilasciata;2009-01-15;63100;62;;VIA FRANCESCO ZANARDI N.  62
279812;2008;2008-11-24;permesso di costruire;Rilasciata;2009-04-10;23500;10;;VIA DELLA FORNACE N.  10
280846;2008;2008-11-25;permesso di costruire;Rilasciata;2009-10-13;20500;;;VIA S.DONATO  ( Civico da definire )
283150;2008;2008-11-27;permesso di costruire;Rilasciata;2009-03-04;43600;7;;VIA PALLAVICINI N.  7
286731;2008;2008-12-02;permesso di costruire;Rilasciata;2009-07-07;58900;42;;VIA DEL TRAGHETTO N.  42
291748;2008;2008-12-09;permesso di costruire;Rilasciata;2009-07-07;62750;;;VIA EMILIO ZAGO  ( Civico da definire )
293912;2008;2008-12-11;permesso di costruire;Rilasciata;2009-04-21;37000;23;;VIA ENRICO MATTEI N.  23
298096;2008;2008-12-17;permesso di costruire;Rilasciata;2010-04-06;7000;11;;VIA GIUSEPPE BENTIVOGLI N.  11
298338;2008;2008-12-17;permesso di costruire;Rilasciata;2010-02-09;32400;14;2;VIA ALFONSO LOMBARDI N.  14 / 2 14/3 - 14/ 4
300585;2008;2008-12-18;permesso di costruire;Rilasciata con prescrizioni;2009-05-20;11900;;;VIA PIER FORTUNATO CALVI  ( Civico da definire )
300962;2008;2008-12-19;permesso di costruire;Rilasciata;2009-03-11;50350;25;;VIALE DEL RISORGIMENTO N.  25
305960;2008;2008-12-29;permesso di costruire;Rilasciata;2009-03-05;52950;193;;VIA SARAGOZZA N.  193
307481;2008;2008-12-30;permesso di costruire;Diniegata;2010-02-09;27430;;;PIAZZA GIOVANNI DA VERRAZZANO
2712;2009;2009-01-08;permesso di costruire;Rilasciata;2009-03-27;23950;9;2;VIA DELLE FOSSE ARDEATINE N.  9 / 2
5294;2009;2009-01-12;permesso di costruire;Rilasciata;2009-08-05;18400;22;;VIA CRISTOFORO DA BOLOGNA N.  22
10100;2009;2009-01-19;permesso di costruire;Rilasciata;2009-07-29;8950;16;;VIA PAGANINO BONAFEDE N.  16
11849;2009;2009-01-20;permesso di costruire;Chiusura del procedimento d'ufficio da parte dello Sportello Unico Attività Produttive;2010-09-08;18550;14;;VIA DELLA CROCE COPERTA N.  14
18119;2009;2009-01-28;permesso di costruire;Diniegata;2010-02-23;54180;20;;VIA DEL SELCIATORE N.  20
22594;2009;2009-02-03;permesso di costruire;Rilasciata con prescrizioni;2010-10-07;38300;115;;VIA MICHELINO N.  115
23655;2009;2009-02-04;permesso di costruire;Diniegata;2009-08-05;49330;1;;VIA RAVENNA N.  1
34419;2009;2009-02-16;permesso di costruire;Rilasciata con prescrizioni;2009-06-15;21400;250;2;VIA EMILIA PONENTE N.  250 / 2
28173;2009;2009-02-10;permesso di costruire;Rilasciata;2009-09-03;17950;;;VIA DI CORTICELLA
35617;2009;2009-02-17;permesso di costruire;Diniegata;2010-03-29;56180;27;;VIA STENDHAL N.  27
52748;2009;2009-03-04;permesso di costruire;Rilasciata;2009-09-08;2900;69;2;VIA DELL'ARCOVEGGIO N.  69 / 2
64584;2009;2009-03-18;permesso di costruire;Rilasciata;2009-06-17;22850;10;;VIA FILIPPINI N.  10
70319;2009;2009-03-25;permesso di costruire;Diniegata;2009-07-23;37300;102;;VIA MAZZINI N.  102
75407;2009;2009-03-31;permesso di costruire;Rilasciata;2009-10-01;54250;4;;VIA DELLA SELVA PESCAROLA N.  4
81721;2009;2009-04-07;permesso di costruire;Diniegata;2009-07-23;15550;8;;VIA DELLA CAVRIOLA N.  8
130253;2009;2009-05-25;permesso di costruire;Rilasciata;2009-07-10;14700;8;;VIA CASTIGLIONE N.  8
134866;2009;2009-05-28;permesso di costruire;Rilasciata;2009-12-23;36800;9;;VIA GIUSEPPE MASSARENTI N.  9
137144;2009;2009-05-29;permesso di costruire;Rilasciata;2009-06-24;1630;;;VIA SALVADOR ALLENDE  ( Civico da definire )
145868;2009;2009-06-09;permesso di costruire;Rilasciata;2011-12-27;500;7;;VIA DELL'AEROPORTO N.  7
153293;2009;2009-06-16;permesso di costruire;Rilasciata;2009-12-17;15200;12;;VIA ANTONIO CAVALIERI DUCATI N.  12
157560;2009;2009-06-19;permesso di costruire;Rilasciata;2009-10-26;39250;3;;VIA DE' MONARI N.  3
181108;2009;2009-07-13;permesso di costruire;Rinunciata;2010-10-22;500;9;;VIA DELL'AEROPORTO N.  9
186827;2009;2009-07-21;permesso di costruire;Rilasciata;2009-10-31;15550;8;;VIA DELLA CAVRIOLA N.  8
199936;2009;2009-08-04;permesso di costruire;Diniegata;2010-02-04;5550;2;;LA BASTIA N.  2
242065;2009;2009-09-30;permesso di costruire;Rilasciata;2010-06-24;43600;6;;VIA PALLAVICINI N.  6 area libera nei pressi del civ. 6
257062;2009;2009-10-16;permesso di costruire;Rilasciata;2009-12-04;62250;3;;VIA VITTORIO VENETO N.  3
281479;2009;2009-11-16;permesso di costruire;Rilasciata;2010-01-28;16930;10;;VIA ALDO CIVIDALI N.  10 piano terzo
282749;2009;2009-11-17;permesso di costruire;Rilasciata;2010-05-04;54460;2;;VIA DELLE SERRE N.  2
309138;2009;2009-12-18;permesso di costruire;Rilasciata;2010-08-10;55350;5;;VIA DEL SOSTEGNAZZO N.  5
63159;2010;2010-03-11;permesso di costruire;Rilasciata con prescrizioni;2010-06-17;47030;10;;VIA AUGUSTO POLLASTRI N.  10
67734;2010;2010-03-17;permesso di costruire;Rilasciata con prescrizioni;2010-05-17;36800;209;;VIA GIUSEPPE MASSARENTI N.  209
91987;2010;2010-04-16;permesso di costruire;Rilasciata;2010-09-02;42790;20;;VIA DELL'OSPEDALE N.  20
128296;2010;2010-05-21;permesso di costruire;Rilasciata con prescrizioni;2011-06-24;55550;2;;VIA ARMANDO SPADINI N.  2
188879;2010;2010-07-22;permesso di costruire;Rilasciata con prescrizioni;2012-03-07;5650;10;;VIA DELLA BATTAGLIA N.  10  PIANO T-1-2
198925;2010;2010-08-05;permesso di costruire;Rilasciata;2011-11-17;51050;;;VIA DI RONCRIO  ( Civico da definire ) nei pressi civ. n°47
212114;2010;2010-09-02;permesso di costruire;Rilasciata con prescrizioni;2011-02-25;22320;18;A;VIALE FELSINA N.  18 / A
223999;2010;2010-09-16;permesso di costruire;Rilasciata con prescrizioni;2011-05-10;51050;49;;VIA DI RONCRIO N.  49
267866;2010;2010-11-05;permesso di costruire;Rilasciata con prescrizioni;2011-03-15;18000;69;2;VIA ANDREA COSTA N.  69 / 2
272028;2010;2010-11-11;permesso di costruire;Rilasciata con prescrizioni;2011-03-15;29150;20;;VIA FRATELLI GRUPPI N.  20
278429;2010;2010-11-18;permesso di costruire;Rilasciata;2011-06-24;19550;;;VIA DE LA BIRRA  ( Civico da definire )
290749;2010;2010-12-02;permesso di costruire;Rilasciata;2011-06-07;23520;17;;VIA DEI FORNACIAI N.  17
39345;2011;2011-02-21;permesso di costruire;Rilasciata;2011-08-09;22400;162;2;VIA FERRARESE N.  162 / 2
53627;2011;2011-03-10;permesso di costruire;Rilasciata con prescrizioni;2011-08-03;18150;1;;PIAZZA DELLA COSTITUZIONE N.  1
69363;2011;2011-03-31;permesso di costruire;Rilasciata con prescrizioni;2011-08-31;38100;27;;VIA GIUSEPPE MEZZOFANTI N.  27
114057;2011;2011-05-18;permesso di costruire;Rilasciata con prescrizioni;2011-09-05;14300;12;;VIA CASTELDEBOLE N.  12
121381;2011;2011-05-26;permesso di costruire;Rinunciata;2013-04-08;15900;;;VIA DELLA CERTOSA
127684;2011;2011-06-01;permesso di costruire;Rinunciata;2011-08-05;59250;4;;VIA BARTOLOMEO TRIACHINI N.  4
135152;2011;2011-06-09;permesso di costruire;Rinunciata;2012-07-30;52550;24;;VIA DELLA SALUTE N.  24
172626;2011;2011-07-13;permesso di costruire;Rilasciata con prescrizioni;2012-04-16;18300;16;;VIA DONATO CRETI N.  16
188941;2011;2011-08-05;permesso di costruire;Rilasciata con prescrizioni;2011-10-25;59250;4;;VIA BARTOLOMEO TRIACHINI N.  4
191260;2011;2011-08-10;permesso di costruire;Rilasciata;2011-12-28;36800;59;;VIA GIUSEPPE MASSARENTI N.  59
197092;2011;2011-08-24;permesso di costruire;Rilasciata;2012-02-21;17400;113;;VIA CRISTOFORO COLOMBO N.  113
233870;2011;2011-10-06;permesso di costruire;Diniegata;2012-03-13;21200;4;;VIA EGNAZIA N.  4
240343;2011;2011-10-13;permesso di costruire;Rilasciata con prescrizioni;2012-06-27;3250;38;;VIA BRUNO ARNAUD N.  38
269232;2011;2011-11-18;permesso di costruire;Rilasciata;2012-03-27;13900;52;;VIA DI CASAGLIA N.  52
6583;2012;2012-01-12;permesso di costruire;Rilasciata con prescrizioni;2013-01-24;13470;7;;VIA FRATELLI CARPIGIANI N.  7
17099;2012;2012-01-25;permesso di costruire;Rilasciata;2012-06-27;21350;18;;VIA EMILIA LEVANTE N.  18
17890;2012;2012-01-26;permesso di costruire;Rilasciata;2012-07-11;2100;36;;VIA ISABELLA ANDREINI N.  36
69379;2012;2012-03-21;permesso di costruire;Rilasciata;2012-08-01;16650;6;;VIA CARLO CIGNANI N.  6
92092;2012;2012-04-18;permesso di costruire;Rilasciata;2012-06-13;17950;184;10;VIA DI CORTICELLA N.  184 / 10
107135;2012;2012-05-04;permesso di costruire;Rilasciata;2013-01-08;52900;8;2;VIA RAFFAELLO SANZIO N.  8 / 2
145829;2012;2012-06-15;permesso di costruire;Rilasciata;2012-10-15;30850;31;;VIA LARGA N.  31  PIANO terra
157970;2012;2012-06-28;permesso di costruire;Rilasciata con prescrizioni;2013-02-12;54150;4;;VIA GIOVANNI SEGANTINI N.  4
33233;2013;2013-02-12;permesso di costruire;Rilasciata con prescrizioni;2014-02-20;28750;5;;VIA DELLA GRAZIA N.  5
219889;2012;2012-09-20;permesso di costruire;Rilasciata;2013-03-29;17950;229;2;VIA DI CORTICELLA N.  229 / 2
239434;2012;2012-10-10;permesso di costruire;Rilasciata con prescrizioni;2013-08-30;50570;53;;VIA GIUSEPPE RIVANI N.  53
267664;2012;2012-11-13;permesso di costruire;Attesa definizione ricorso;2018-07-06;17400;;;VIA CRISTOFORO COLOMBO
274430;2012;2012-11-22;permesso di costruire;Rilasciata;2013-06-19;25450;46;;VIA GIOVAN BATTISTA GANDINO N.  46
280127;2012;2012-11-29;permesso di costruire;Rilasciata;2013-02-04;22100;39;;VIA S.FELICE N.  39
286079;2012;2012-12-06;permesso di costruire;Rilasciata;2013-02-14;23050;93;;VIA ARISTOTILE FIORAVANTI N.  93
294494;2012;2012-12-17;permesso di costruire;Rilasciata con prescrizioni;2013-09-04;5800;91;;VIA BATTINDARNO N.  91
5413;2013;2013-01-10;permesso di costruire;Rilasciata con prescrizioni;2013-02-22;55550;2;;VIA ARMANDO SPADINI N.  2
89264;2013;2013-04-17;permesso di costruire;Rilasciata con prescrizioni;2013-10-11;36800;183;;VIA GIUSEPPE MASSARENTI N.  183
130391;2013;2013-05-29;permesso di costruire;Diniegata;2013-12-12;2900;62;;VIA DELL'ARCOVEGGIO N.  62
144822;2013;2013-06-12;permesso di costruire;Rilasciata con prescrizioni;2013-09-06;36800;221;5;VIA GIUSEPPE MASSARENTI N.  221 / 5
151825;2013;2013-06-19;permesso di costruire;Rilasciata con prescrizioni;2013-10-11;51050;4;;VIA DI RONCRIO N.  4
154215;2013;2013-06-20;permesso di costruire;Rilasciata;2014-07-30;26130;5;4A;VIA GENOVA N.  5 / 4A
156597;2013;2013-06-24;permesso di costruire;Rilasciata;2013-08-09;10250;17;4;VIA EDOARDO BRIZIO N.  17 / 4
182203;2013;2013-07-18;permesso di costruire;Rilasciata;2014-04-10;37100;14;3;VIA GIACOMO MATTEOTTI N.  14 / 3
196912;2013;2013-08-02;permesso di costruire;Rilasciata con prescrizioni;2014-03-14;8100;39;;VIA DELLA BEVERARA N.  39
40545;2014;2014-02-12;permesso di costruire;Rilasciata con prescrizioni;2016-01-28;52550;;;VIA DELLA SALUTE  ( Civico da definire )
76213;2014;2014-03-12;permesso di costruire;Diniegata;2014-06-11;56100;;;VIA S.STEFANO  ( Civico da definire )
90350;2014;2014-03-27;permesso di costruire;Diniegata;2014-10-24;17730;9;;VIA DELLA COOPERAZIONE N.  9
93185;2014;2014-03-31;permesso di costruire;Rilasciata con prescrizioni;2014-10-14;20070;7;;VIA CARLO DICKENS N.  7
104253;2014;2014-04-09;permesso di costruire;Rilasciata;2014-06-11;45100;10;;VIA PERSICETANA VECCHIA N.  10
106306;2014;2014-04-10;permesso di costruire;Rilasciata con prescrizioni;2014-08-05;22400;164;;VIA FERRARESE N.  164
111866;2014;2014-04-16;permesso di costruire;Rilasciata con prescrizioni;2015-11-06;750;82;;VIA AGUCCHI N.  82
139726;2014;2014-05-13;permesso di costruire;Rilasciata;2015-02-02;62300;;;VIA DEL VIVAIO  ( Civico da definire ) prossimità del civico 10
151709;2014;2014-05-22;permesso di costruire;Rilasciata;2014-06-26;14300;12;;VIA CASTELDEBOLE N.  12
97814;2008;2008-04-28;permesso di costruire a parziale sanatoria;Rilasciata;2008-10-06;18650;1;;VIA CROCIALI N.  1
109226;2008;2008-05-09;permesso di costruire a parziale sanatoria;Rilasciata;2008-06-26;22800;4;;VIA DELLA FILANDA N.  4
112385;2008;2008-05-13;permesso di costruire a parziale sanatoria;Rilasciata;2008-10-30;45100;10;;VIA PERSICETANA VECCHIA N.  10
112771;2008;2008-05-13;permesso di costruire a parziale sanatoria;Rilasciata;2008-11-26;15850;7;;VIA CERODOLO N.  7
147063;2008;2008-06-11;permesso di costruire a parziale sanatoria;Rilasciata;2008-12-04;17400;115;;VIA CRISTOFORO COLOMBO N.  115
151752;2008;2008-06-16;permesso di costruire a parziale sanatoria;Rilasciata;2009-02-27;60950;25;;VIA VERDE N.  25
167139;2008;2008-06-27;permesso di costruire a parziale sanatoria;Rilasciata;2009-04-15;63100;451;;VIA FRANCESCO ZANARDI N.  451
190383;2008;2008-07-25;permesso di costruire a parziale sanatoria;Rilasciata;2009-03-17;54460;2;;VIA DELLE SERRE N.  2
234845;2008;2008-10-01;permesso di costruire a parziale sanatoria;Rilasciata;2009-05-04;24000;11;;VIA FOSSOLO N.  11
257672;2008;2008-10-28;permesso di costruire a parziale sanatoria;Rilasciata;2008-12-16;37300;15;2;VIA MAZZINI N.  15 / 2 INTERNO 22
282774;2008;2008-11-26;permesso di costruire a parziale sanatoria;Decaduta;2009-05-25;18400;16;;VIA CRISTOFORO DA BOLOGNA N.  16
289002;2008;2008-12-04;permesso di costruire a parziale sanatoria;Rilasciata;2009-05-07;750;4;2;VIA AGUCCHI N.  4 / 2
303539;2008;2008-12-23;permesso di costruire a parziale sanatoria;Rilasciata;2009-04-07;59500;46;;VIA FILIPPO TURATI N.  46
5198;2009;2009-01-12;permesso di costruire a parziale sanatoria;Rilasciata;2010-05-05;27100;5;;VIA DEL GIGLIO N.  5
12498;2009;2009-01-21;permesso di costruire a parziale sanatoria;Rilasciata;2009-07-30;12450;20;;VIA ANTONIO CANOVA N.  20
16821;2009;2009-01-27;permesso di costruire a parziale sanatoria;Rilasciata;2009-09-22;30840;3;;VIA DEI LAPIDARI N.  3
68948;2009;2009-03-24;permesso di costruire a parziale sanatoria;Rilasciata;2010-03-22;23500;1;21;VIA DELLA FORNACE N.  1 / 21
77916;2009;2009-04-02;permesso di costruire a parziale sanatoria;Rilasciata;2009-08-27;13730;12;;VIA DEL CARROZZAIO N.  12
97733;2009;2009-04-24;permesso di costruire a parziale sanatoria;Rilasciata;2010-01-15;3150;18;;VIA ARIOSTO N.  18
119337;2009;2009-05-15;permesso di costruire a parziale sanatoria;Rilasciata;2010-04-08;61400;26;;VIA VEZZA N.  26
126559;2009;2009-05-21;permesso di costruire a parziale sanatoria;Rilasciata;2009-07-10;7400;6;;VIA ELIO BERNARDI N.  6
182650;2009;2009-07-15;permesso di costruire a parziale sanatoria;Diniegata;2010-02-22;55950;65;13;VIA STALINGRADO N.  65 / 13
292828;2009;2009-11-27;permesso di costruire a parziale sanatoria;Rilasciata;2010-07-08;23520;17;;VIA DEI FORNACIAI N.  17
84910;2010;2010-04-08;permesso di costruire a parziale sanatoria;Diniegata;2012-07-16;46430;4;;VIA LUIGI PIRANDELLO N.  4
149585;2011;2011-06-22;permesso di costruire a parziale sanatoria;Rilasciata;2012-06-28;27030;5;;VIA DEI GIARDINI N.  5
211833;2011;2011-09-14;permesso di costruire a parziale sanatoria;Rilasciata;2012-06-05;38970;12;;VIA DEL MOBILIERE N.  12
266830;2011;2011-11-16;permesso di costruire a parziale sanatoria;Rilasciata;2012-11-26;35100;39;;VIA MARCO EMILIO LEPIDO N.  39
81923;2013;2013-04-10;permesso di costruire a parziale sanatoria;Rilasciata;2013-07-25;5830;4;;VIA DEL BATTIRAME N.  4
271274;2013;2013-10-23;permesso di costruire a parziale sanatoria;Rilasciata;2014-07-01;57650;31;;VIA DEL TIMAVO N.  31
45123;2008;2008-02-22;permesso di costruire a sanatoria;Rilasciata;2008-09-22;54400;16;;VIA SEBASTIANO SERLIO N.  16
74743;2008;2008-04-01;permesso di costruire a sanatoria;Rilasciata;2008-06-20;37300;10;;VIA MAZZINI N.  10
235930;2008;2008-10-02;permesso di costruire a sanatoria;Rilasciata;2009-03-04;43170;6;;VIA MAURIZIO PADOA N.  6
290954;2008;2008-12-05;permesso di costruire a sanatoria;Rilasciata;2009-03-10;8500;25;;VIA VITTORIO BIGARI N.  25
4957;2009;2009-01-12;permesso di costruire a sanatoria;Rilasciata;2009-05-26;53450;23;;VIA DEGLI SCALINI N.  23
63463;2009;2009-03-17;permesso di costruire a sanatoria;Rilasciata;2009-06-19;4850;26;;VIA DELLA BARCA N.  26
88924;2009;2009-04-16;permesso di costruire a sanatoria;Rilasciata;2009-07-31;42450;11;1;VIA PELLEGRINO A. ORLANDI N.  11 / 1
177377;2009;2009-07-08;permesso di costruire a sanatoria;Rilasciata;2009-07-30;3750;1;;VIA D'AZEGLIO N.  1
187239;2011;2011-08-04;permesso di costruire a sanatoria;Rilasciata;2012-02-28;43600;6;;VIA PALLAVICINI N.  6 area libera nei pressi del civ. 6
242167;2012;2012-10-12;permesso di costruire a sanatoria;Rilasciata;2013-07-03;13550;22;;VIA BALDASSARRE CARRATI N.  22
61308;2013;2013-03-14;permesso di costruire a sanatoria;Rilasciata;2013-10-03;57750;2;1;VIA BENVENUTO TISI N.  2 / 1
398200;2019;2019-09-11;permesso di costruire a sanatoria con lavori LR 15/2013;Diniegata;2020-03-10;17200;63;;VIA DEI COLLI N.  63 INTERNO 0
99164;2019;2019-03-04;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata;2019-03-21;21750;3;;VIA DEL FAGGIOLO N.  3 INTERNO 0  PIANO T-1-S
406877;2020;2020-10-12;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata con prescrizioni;2021-04-30;20080;46;;VIA QUIRINO DI MARZIO N.  46 INTERNO 0
326557;2019;2019-07-15;permesso di costruire a sanatoria con lavori LR 15/2013;Rilasciata con prescrizioni;2020-04-30;38650;28;;VIA DEL MILLIARIO N.  28 INTERNO 0
544020;2024;2024-08-03;permesso di costruire a sanatoria con lavori LR 15/2013;;;53450;16;;VIA DEGLI SCALINI N.  16 INTERNO 0  PIANO S1
553945;2024;2024-08-08;permesso di costruire a sanatoria con lavori LR 15/2013;;;62200;25;;VIA SAN VITTORE N.  25 INTERNO 0
536833;2020;2020-12-19;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Diniegata;2021-07-27;17400;;;VIA CRISTOFORO COLOMBO INTERNO 0  (Civico da definire)
465982;2018;2018-11-10;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata;2019-12-10;52550;83;;VIA DELLA SALUTE N.  83 INTERNO 0  PIANO T
119200;2018;2018-03-20;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata;2018-06-19;37000;27;;VIA ENRICO MATTEI N.  27 INTERNO 0  PIANO T
397839;2015;2015-12-21;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Titolo non idoneo;2016-01-28;57650;31;;VIA DEL TIMAVO N.  31 INTERNO 0
55799;2021;2021-02-04;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata;2021-07-22;45100;25;;VIA PERSICETANA VECCHIA N.  25 INTERNO 1  PIANO Terra
264395;2019;2019-06-06;permesso di costruire a sanatoria con lavori LR 15/2013 - non residenziale;Rilasciata;2019-09-10;45100;10;;VIA PERSICETANA VECCHIA N.  10 INTERNO 0  PIANO T
42256;2020;2020-01-28;permesso di costruire a sanatoria LR 15/2013;Rilasciata;2020-05-11;500;38;;VIA DELL'AEROPORTO N.  38 INTERNO 0  PIANO T
